id,img,caption
63,http://assets.myntassets.com/assets/images/16124472/2021/11/25/587f57c4-7b9b-4768-8b5e-604239fd977c1637838669505DressesMANGOWomenDressesMANGOWomenDressesMANGOWomenDressesMA1.jpg,"Uncover effortless elegance with this solid midi pencil skirt, curated for the modern casual wardrobe. Made from high-quality nylon and knitted to perfection, this opaque skirt features a stylish straight hemline and a front slit detail that adds a subtle edge to its sophisticated silhouette. The drawstring closure ensures a custom fit, merging functionality with fashion. Elevate your everyday look with this versatile New Basics piece that's perfect for any occasion. Hand wash care ensures its longevity, making it a sustainable staple in your closet."
64,http://assets.myntassets.com/assets/images/15852498/2022/5/23/d5fab8a7-51b4-479e-83c7-bf49c1fcfd991653307177003-URBANIC-Women-Navy-Blue--White-Striped-Cotton-Denim-Mini-A-L-1.jpg,"Embrace a casual yet chic look with this stylish mini skirt, designed to combine comfort and trend effortlessly. Crafted from pure cotton denim, this A-line skirt features a classic indigo hue with a contemporary striped pattern. The woven fabric ensures durability and a soft touch, while a straight hemline and an opaque finish provide a sleek silhouette. Perfect for a casual outing, the skirt includes two handy pockets and secures with a button closure. Its playful mini length and new basics sub-trend make it an essential addition to any casual wardrobe. Enjoy easy maintenance with machine wash care for convenient cleaning."
65,http://assets.myntassets.com/assets/images/productimage/2020/11/21/fe0e87c9-4248-4102-ac59-60e6d352b0971605937295068-1.jpg,"Elevate your casual wardrobe with this stylish knee-length skirt crafted from pure cotton for ultimate comfort and durability. This woven, opaque piece features a straight hemline and a solid pattern, aligning perfectly with the 'New Basics' trend. The skirt boasts a modern zip closure and comes with an attached belt for a chic utility vibe. Two distinct front pockets with buckle details add both functionality and a trendy touch. Ideal for everyday wear, this skirt seamlessly blends practical design with fashionable elements. The vibrant color and unique detailing will make you stand out effortlessly. Easy care with machine wash ensures this garment stays fresh and ready for all your casual outings."
66,http://assets.myntassets.com/assets/images/16857212/2022/2/1/0bb49842-c980-4804-ac41-041129a0a8b51643709079572-luyk-Girls-Skirts-8011643709079124-1.jpg,"Embrace effortless style with this charming A-Line mini skirt, designed for casual occasions. Crafted from pure cotton, this woven skirt ensures the utmost comfort and breathability. The vibrant floral pattern, accentuated by a striking mix of pink, green, and yellow hues, brings a fresh and lively vibe to your wardrobe.

The flared hemline and gathered or pleated surface styling offer a playful twist, adding movement and volume to the silhouette. With a practical slip-on closure, this mini skirt is perfect for quick, stylish dressing. Stay opaque while enjoying the delightful print and sophisticated design elements. 

Experience the new basics trend with this casual must-have, perfect for a hand wash to maintain its pristine condition. Upgrade your day-to-day looks with this versatile and fashionable floral printed skirt."
67,http://assets.myntassets.com/assets/images/18157218/2022/5/5/b545f522-6359-4c05-a524-bdcb52d9bbfa1651748368182MiazLifestyleWomenBlackPalazzos1.jpg,"Introducing our chic and comfortable set of 2 viscose rayon embroidered pants. Designed with a flared fit for a touch of effortless style, these pants come in classic black and white. The solid pattern provides a versatile and elegant look, perfect for any Western occasion. The elasticated waistband ensures a snug yet flexible fit, making these slip-on pants both stylish and practical.

Care for these beautiful pieces with ease—machine wash on a delicate setting, if needed, and dry flat to maintain color and fabric quality. These opaque, knitted pants are not only aesthetically pleasing but also sustainable for regular wear.

Whether you're dressing up for a casual outing or a special event, these embroidered pants will elevate your wardrobe with their modern sophistication and timeless appeal.

Key Features:
- Body or Garment Size: To-Fit Denotes Body Measurements
- Fabric: Viscose Rayon
- Fit: Flared
- Length: Regular
- Pattern: Embroidered 
- Print or Pattern Type: Solid
- Waistband: Elasticated
- Transparency: Opaque
- Weave Type: Knitted
- Multipack Set: 2 

Care Instructions:
- Recommended dry cleaning
- Hand wash with cold water and mild detergents or use a delicate machine wash setting
- Wash inside-out to preserve color
- Do not wring or tumble dry; dry flat or hang on coat hangers
- Iron on the reverse side with medium heat"
68,http://assets.myntassets.com/assets/images/16864332/2022/1/18/4003fcc9-be62-441a-8cd3-f3647a1326031642503121995TAG7WomenNavyBluePrinted1.jpg,"Elevate your Western wardrobe with this exquisite flared skirt crafted from premium cotton fabric. Designed with an elasticated waistband and a convenient drawstring closure, this regular-length skirt ensures a comfortable fit for all-day wear. The striking ethnic motifs printed pattern adds a touch of traditional charm to a modern piece, making it perfect for a variety of occasions.

The opaque, woven fabric drapes beautifully, creating a graceful silhouette that flatters every figure. Easy to care for, this skirt is machine washable in cold water (30 degrees C or low) to prevent shrinkage and maintain its vibrant appearance. For best results, line-dry in shade to avoid yellowing and iron when slightly damp.

Bring effortless elegance to your everyday style with this versatile, single-piece ensemble that's as sustainable as it is stylish."
69,http://assets.myntassets.com/assets/images/productimage/2019/12/9/1ac79291-6316-49e0-a868-4fad8d31ab581575842581969-1.jpg,"Elevate your party look with this stunning maxi skirt crafted from luxurious polyester net fabric. Designed with a timeless flared silhouette, it offers a flattering fit that enhances various body shapes (324, 333, 424 IDs) while providing a graceful flow as you move. The solid color adds an elegant touch, making it a versatile addition to your wardrobe.

This skirt features a secure zip closure and comes with a comfortable lining, ensuring opacity and preventing any see-through moments. Perfect for special occasions, this maxi skirt combines the latest ""New Basics"" trend with a classic flared hemline for a sophisticated yet modern style. 

Easy to care for with dry cleaning, this woven masterpiece promises to keep you feeling confident and stylish at any event. Embrace the elegance of this must-have party staple!"
70,http://assets.myntassets.com/assets/images/18879858/2022/7/4/a49845c1-b581-4dc4-b723-0c3d343a55031656930340769TrousersMANGOWomenTrousersMANGOWomenTshirtsMANGOWomenJumpsui1.jpg,"Elevate your casual wardrobe with this eye-catching mini skirt. Fashioned from a breathable polyester knit fabric and fully lined for maximum comfort, this mini skirt features a bold and modern floral print in a vibrant palette. The straight hemline and form-fitting design accentuate your natural silhouette, ensuring a flattering fit for body shapes ID 443 and 424.

Perfect for casual occasions, this opaque skirt is an effortless combination of style and comfort. The straight cut allows for easy movement, while the intricate floral print adds a touch of sophistication. It includes a discrete zip closure for a seamless finish. To care for this piece, simply machine wash it to keep it looking fresh and vibrant.

Pair this mini skirt with your favorite top and heels for a chic, everyday look that's sure to make a statement. Embrace the floral trend with this standout piece, perfect for bringing new basics to your wardrobe collection."
71,http://assets.myntassets.com/assets/images/15080364/2021/8/9/116e2e11-c615-4049-8ed9-03fc043b7bd71628518642952CloraPrintedCreamBlackRayonPalazzoPackOf21.jpg,"Introducing our elegant multipack set of ethnic straight-fit palazzos, crafted from luxurious viscose rayon fabric and designed to elevate your traditional wardrobe. This set includes two stunning pieces, each featuring a graceful floral print pattern that adds a touch of sophistication to your ensemble.

These palazzos are designed with an elasticated waistband and a convenient drawstring closure, ensuring an adjustable and comfortable fit. The regular-length design offers versatility, making them perfect for various occasions, from festive gatherings to everyday ethnic wear. The opaque, knitted weave type enhances durability while maintaining a flowy and breathable feel.

Whether you choose the elegant black piece with intricate border detailing or the pristine white piece adorned with delicate motifs, these palazzos are sure to make a statement. Hand wash care ensures the longevity of the beautiful prints and the soft texture of the fabric.

Elevate your ethnic wear collection with these stylish printed floral palazzos, where comfort meets elegance."
72,http://assets.myntassets.com/assets/images/14192546/2021/6/15/9e42c544-2665-4ab5-a83a-c7891a9497881623742119720TshirtsRoadsterWomenTshirtsRoadsterWomenTopsMetronautWomenTo1.jpg,"Indulge in effortless elegance with these chic wide-leg pants, meticulously crafted from soft and breathable viscose rayon fabric. Featuring a stylish floral print, these pants are perfect for any western occasion. The elasticated waistband with an adjustable drawstring ensures a comfortable fit, while the regular length makes them versatile for various looks. Their opaque nature adds a sense of privacy and confidence. Easy to maintain with simple machine wash care, these pants are a must-have addition to your wardrobe for a blend of comfort and style."
73,http://assets.myntassets.com/assets/images/17241598/2022/3/15/4daa18e5-68e5-4da4-9834-0e43faaf7d301647342371530-Sangria-Women-Palazzos-9361647342370943-4.jpg,"Discover effortless style with this vibrant ensemble, featuring a printed cotton top and wide-leg pants. The top, crafted from soft, breathable cotton, showcases an eye-catching ethnic motif pattern in a lively hue, complemented by slip-on closure for ease and comfort. The pants, also in a striking ethnic print, boast a wide-leg fit and partially elasticated waistband, ensuring a flattering and comfortable silhouette. Perfect for any Western occasion, this outfit offers two convenient pockets and is easy to maintain with machine wash care. Embrace relaxed sophistication with this sustainable, woven, regular-length set."
74,http://assets.myntassets.com/assets/images/productimage/2020/7/16/338f2cda-a997-4371-9b53-36a363ff5ad51594855425852-1.jpg,"This elegant and vibrant red maxi skirt is perfect for party occasions. Crafted from high-quality polyester, the fabric is of a net type, offering a lightweight yet luxurious feel. The skirt features a flared hemline and an opaque finish, ensuring a graceful silhouette that captivates.

Designed with a zip closure for ease of wear, this woven skirt also includes a lining to enhance comfort and durability. The solid pattern and lack of slit detail contribute to a sophisticated and seamless look, while the new basics trend ensures it's a contemporary piece that aligns with modern styles. Proper care through dry cleaning will maintain its stunning appearance for numerous occasions. Embrace timeless elegance with this striking red flared maxi skirt."
75,http://assets.myntassets.com/assets/images/17270200/2022/4/13/bd6df407-cb52-40be-8111-c192c67f82c01649843045752MANGOWomenRedPulloverBlazersMANGOWomenShortsMANGOWomenDresse1.jpg,"Introducing our beautifully crafted A-Line Midi Dress, a staple piece for any casual wardrobe. Made from soft and breathable Viscose Rayon, this woven dress boasts a solid pattern that speaks simplicity and elegance. The refreshing hue blends seamlessly into the New Basics trend, offering a timeless look that's perfect for various occasions.

Designed for comfort and style, the dress features a straight hemline and a tasteful front slit, providing ease of movement and a hint of allure. The zip closure ensures a secure fit while accentuating your body shape. Its opaque fabric adds a layer of sophistication, making it suitable for everyday wear without compromising on comfort. 

This sustainable, machine-washable dress is a practical choice for the modern woman. Pair it with your favorite accessories and footwear to elevate your look effortlessly. Embrace the elegance and versatility of our A-Line Midi Dress and make a lasting impression wherever you go."
76,http://assets.myntassets.com/assets/images/17821278/2022/4/20/e79b235f-086f-4b04-8791-bfb33e1aa3191650454828719-Shae-by-SASSAFRAS-Women-Skirts-3541650454828218-1.jpg,"Elevate your casual wardrobe with this stunning ensemble featuring a sleeveless, geometric print maxi dress. Crafted from woven polyester, the flared hemline and slip-on closure provide effortless elegance and comfort. The dress boasts a colorful striped pattern, perfect for making a bold fashion statement. With a fully lined interior and two convenient pockets, this outfit combines style and practicality. Ideal for casual outings, its opaque fabric ensures you remain chic and comfortable throughout the day. Dry clean only to maintain the vibrant geometric design and pristine condition. Add a touch of sophistication to your daily wear today!"
77,http://assets.myntassets.com/assets/images/productimage/2021/1/11/196a2f25-a810-4559-89a4-95f240dee2841610360437348-1.jpg,"Elevate your ethnic wardrobe with this stunning A-line midi skirt, crafted from luxurious polyester fabric. The flared hemline and woven texture add a touch of elegance, while the printed floral pattern brings a fresh, vibrant look to your ensemble. Ideal for various body shapes, this skirt slips on easily, ensuring both comfort and style. The opaque, sustainable material requires simple machine washing, making it perfect for regular use. Embrace the new basics trend with this versatile piece, perfect for any ethnic occasion."
78,http://assets.myntassets.com/assets/images/15689264/2022/4/14/e0980f29-8c3a-4758-a699-7778cf80b6f21649920157111-MH-Juniors-Girls-Skirts-6041649920156943-1.jpg,"Discover effortless style with this casual, above-knee denim skirt, crafted from a soft cotton blend. The skirt features a timeless solid pattern and a versatile straight hemline, perfect for everyday wear. The button closure along the front adds a touch of modernity while ensuring a secure fit. With its practicality highlighted by two spacious pockets, this knitted gem is a staple in any wardrobe. Machine washable for easy care, this skirt embodies the 'New Basics' trend, offering sustainable, opaque coverage. Perfect for any casual occasion, this skirt is both fashionable and functional."
79,http://assets.myntassets.com/assets/images/17969892/2022/5/5/2a656b86-d635-4d44-9cbf-4909aa04d5511651748587661TshirtsMANGOWomenTshirtsMANGOWomenTshirtsMANGOWomenTshirtsMA1.jpg,"Discover effortless elegance with this midi-length, semi-sheer straight skirt perfect for casual wear. Crafted from a comfortable cotton blend, this knitted garment boasts a self-design pattern that exudes subtle sophistication. Featuring a slip-on closure and a straight hemline, this new basics trend piece ensures easy styling and a flattering fit. The skirt includes a delicate lining for added coverage and comfort, while maintaining a chic, airy quality. Ideal for everyday occasions, this sustainably made item is finished with high-quality hand wash care for long-lasting wear."
80,http://assets.myntassets.com/assets/images/15517676/2021/9/17/670bb68a-f840-484c-93b3-50de919cd5f81631887971819WomenPinkNavyRayonFullPrintedPalazzo1.jpg,"Introducing our stunning 2-piece Ethnic Motifs Flared Pants Set. Crafted from luxurious Viscose Rayon, these pants are designed with both comfort and elegance in mind. The regular length ensures a timeless look, while the opaque fabric maintains modesty. Featuring an elasticated waistband paired with a convenient drawstring closure, these pants provide a secure and adjustable fit.

Perfect for ethnic occasions, each pair showcases a beautiful printed pattern adorned with intricate ethnic motifs. The knitted weave type enhances the durability and adds a unique texture to the fabric. These flared pants are easy to care for with machine washability, ensuring that you can enjoy them without the hassle.

Whether you're heading to a celebration or simply embracing a day of cultural appreciation, these pants combine traditional aesthetics with contemporary comfort, making them an excellent addition to your ethnic wardrobe."
81,http://assets.myntassets.com/assets/images/15900730/2021/10/22/5c248071-53f8-4f85-a407-f41337e46fde1634902253166Palazzos1.jpg,"Elevate your ethnic wardrobe with these stunning wide-leg palazzo pants, designed to blend comfort and style effortlessly. Crafted from soft and breathable viscose rayon fabric, they promise a relaxed fit while ensuring you stay cool and comfortable all day long. Featuring an elasticated waistband, these slip-on trousers are easy to wear and offer a flattering fit.

The vibrant red color is adorned with elegant ethnic motifs, creating a timeless printed pattern that exudes traditional charm. Perfect for ethnic occasions, these palazzos are versatile and pair wonderfully with a variety of tops and kurtas. The regular length and woven texture add to the overall appeal, making these pants a must-have for any fashion-forward wardrobe.

Care for them by following the wash care label – opt for cold water with mild detergents, wash inside-out to preserve the rich color, and avoid wringing or tumble drying. Flat dry on a towel or hang on coat hangers, and iron on the reverse side with medium heat to keep them looking as good as new. Embrace the perfect fusion of tradition and comfort with these stylish palazzo pants."
82,http://assets.myntassets.com/assets/images/productimage/2021/1/19/8d9f4fa6-f558-4160-96d3-12836834ee7f1611051420292-1.jpg,"Elevate your ethnic wardrobe with these sophisticated checked cropped pants. Crafted from lightweight woven cotton, these pants offer a comfortable and breathable fit, perfect for a variety of occasions. The slip-on design with an elasticated waistband ensures an easy and secure fit, while the straight fit silhouette and cropped length add a modern touch. The opaque fabric features a classic checked pattern, making these pants a versatile addition to any wardrobe. Easy to care for with machine washability, these pants combine effortless style with everyday practicality. Perfect for both casual outings and more formal ethnic events, these pants are a must-have for the fashion-forward."
83,http://assets.myntassets.com/assets/images/productimage/2021/3/24/a44531d4-aa50-4aa1-bdd8-99e02e5d5c921616585423578-1.jpg,"Unveil your ethnic elegance with these vibrant, flared palazzo pants, crafted from luxurious viscose rayon fabric. Designed to fit perfectly with an elasticated waistband and a convenient drawstring closure, these pants offer both style and comfort. The sheer transparency with a half-lining adds a touch of sophistication, making them the perfect choice for any ethnic occasion. The solid pattern in bright red and yellow hues brings a burst of color to your wardrobe, ensuring you stand out with every step. Easy to maintain with a machine wash care, these knitted palazzo pants blend traditional charm with modern convenience, making them an essential addition to your ethnic collection."
84,http://assets.myntassets.com/assets/images/15940114/2021/11/24/13dba2d5-266f-4433-8855-ba2711eb3e511637739921050-SASSAFRAS-Women-Skirts-8301637739919979-1.jpg,"Unveil a chic, casual look with this stylish mini skirt tailored from pure corduroy in a fresh, vibrant solid color. Designed with a straight hemline and woven fabric, this skirt offers both comfort and style, making it a perfect fit for various body shapes. The tie-up closure adds a trendy touch and ensures a snug fit. Embrace the New Basics trend with this opaque, machine-washable garment, ideal for various casual occasions. Achieve an effortlessly cool and contemporary look with this new wardrobe staple!"
85,http://assets.myntassets.com/assets/images/8206973/2018/12/14/5075ff85-6273-48ab-8ca1-51ebd3ae88421544783590517-Tokyo-Talkies-Women-Olive-Green-Wide-Leg-Solid-Palazzos-5391-1.jpg,"Introducing our versatile and chic women's wide-leg trousers, crafted from high-quality polyester fabric to ensure both comfort and durability. These regular-length trousers feature a stylish solid pattern, with an opaque finish that offers a sleek and elegant look for your Western-inspired outfits. Designed with a convenient zip closure for easy wear, these trousers provide a relaxed and comfortable fit ideal for everyday wear or casual outings.

The pants sport a sophisticated weave type, introducing a professional touch to your wardrobe, and can be effortlessly maintained with machine wash care. The absence of a waistband adds to the clean and structured form of these trousers, making them an excellent addition to your collection. Pair these trousers with your favorite tops for a refined and contemporary style."
86,http://assets.myntassets.com/assets/images/17498956/2022/3/12/2b0e8035-b28b-47cc-899c-9e64fbd5d0621647066286873LaZoireWomenMustardYellowWhitePrintedMidiFlaredSkirts1.jpg,"Step into any party with confidence in this chic and playful yellow midi skirt. Crafted from high-quality polyester Georgette fabric, this skirt features a classic polka dot pattern that never goes out of style. The geometric printed design adds a contemporary edge, while the flared hemline and side slit detail create a flattering silhouette with a touch of flirtiness. Slip-on closure ensures ease of wear, and the opaque finish provides perfect coverage. Ideal for party occasions, this woven, new basics trend piece promises to be a staple in your wardrobe. Follow hand wash care instructions to keep this delightful garment looking new."
87,http://assets.myntassets.com/assets/images/17498946/2022/3/12/7bf93250-31ab-4674-9894-a6974b71e6881647090817882LaZoireWomenPinkFrillWrapMiniSkirt1.jpg,"Step out in style with this enchanting mini wrap skirt, tailored from high-quality polyester and featuring a breathable georgette fabric that promises comfort and elegance. Perfect for party occasions, this skirt boasts a solid print and a graceful high-low hemline that adds a fluttering charm to every step you take. The skirt is lined to ensure a smooth fit and has a slip-on closure for easy wear. 

The tiered design and gathered pleats elevate the look, making it a trendy addition to your wardrobe. Hand wash care ensures that this sustainable piece remains a staple for seasons to come, aligning with timeless New Basics fashion trends. Pair it with your favorite top and shoes for a chic party ensemble that speaks volumes about your style."
88,http://assets.myntassets.com/assets/images/14159320/2021/7/16/128acfdc-4dcd-47fa-aacb-f1544cbac7921626429587629-I-AM-FOR-YOU-Women-Skirts-2791626429586983-1.jpg,"Elevate your casual wardrobe with this charming yellow A-line skirt. Crafted from high-quality polyester georgette fabric, this mini skirt promises both comfort and style. The flared hemline adds a graceful touch, while the delicate embroidered detailing at the bottom provides an element of sophistication. Designed with an easy-to-use drawstring closure, this skirt ensures a perfect fit for any body shape. Fully lined for added opacity, it is perfect for daily casual wear. Machine washable for your convenience, this skirt is part of the 'New Basics' collection, making it a versatile addition to your ensemble. Step out in style with this effortlessly chic skirt!"
89,http://assets.myntassets.com/assets/images/15404562/2021/9/8/efa4ae01-47e9-475e-9e3d-3cf97d0ad65c1631102029370AdivaKidsSolidRayonPalazzoforGirls1.jpg,"Introducing our versatile Wide Leg Slip-On Pants, crafted for optimal comfort and style. Made from a premium blend of Viscose Rayon and Cotton, these pants offer a soft, breathable feel that's perfect for daily wear. The solid, opaque pattern ensures a clean, classic look suitable for various occasions, from casual outings to home relaxation. The elasticated waistband provides a secure, adjustable fit, while the wide leg design enhances comfort and freedom of movement. These regular-length pants are knitted for durability and feature a slip-on closure for convenience. Hand wash recommended to maintain their quality. Ideal for casual wear, home wear, and daily wear, these pants are a wardrobe essential for those who value both style and comfort."
90,http://assets.myntassets.com/assets/images/17103236/2022/2/10/545424e0-a692-4189-a215-5021145150d31644491257921FabindiaWomenNavyBlueWhitePrintedA-LineMidiSkirt1.jpg,"Introducing our chic, indigo, knee-length A-Line skirt designed for casual outings. Crafted from breathable linen fabric, this woven masterpiece promises all-day comfort while exuding a timeless elegance. The skirt showcases a charming floral print, which aligns with the latest sub trend of floral prints, adding a touch of nature-inspired beauty to your wardrobe. Featuring a flared hemline, it offers a graceful, flowy silhouette, ensuring ease of movement.

Practical and stylish, this skirt is equipped with two convenient pockets and a secure button closure. Being opaque, it provides full coverage, and the robust linen material, though requiring dry cleaning, promises enduring quality and wear. With its sustainable regular design, this printed floral skirt is set to become your go-to piece for laid-back gatherings and casual strolls in the sun."
91,http://assets.myntassets.com/assets/images/17022452/2022/5/24/f48c3f98-ae74-4392-89bc-d1cccd938fc41653382168619-MANGO-Women-Lavender-Solid-Flared-Skirt-3511653382168195-1.jpg,"This ensemble presents a harmonious blend of modern and effortless style. The outfit features:

1. **Top**: A chic, solid-patterned shirt crafted from viscose rayon, offering a soft, comfortable feel against the skin. The shirt displays a unique color-block design with pastel shades, emphasizing the New Basics trend. With a slip-on closure and a casual, relaxed fit, it's perfect for embracing a laid-back yet stylish look.
  
2. **Skirt**: The accompanying maxi skirt, also crafted from a high-quality, knitted viscose rayon fabric, falls gracefully to the ankles, ensuring a flattering silhouette with its flared hemline. The opaque material has a subtle sheen, contributing to the overall elegance. This skirt is fully lined and features no slit, making it suitable for a variety of occasions.

3. **Accessories**: Complementing the outfit is a small, chic handbag with a metallic chain strap, adding a touch of sophistication. The look is completed with a pair of comfortable and stylish white slip-on sandals.

This outfit is ideal for casual outings, offering a blend of comfort and style with its solid colors and contemporary design. Machine washable for easy care, this ensemble is a great addition to any wardrobe looking for versatile, stylish pieces."
92,http://assets.myntassets.com/assets/images/17178902/2022/2/16/14486a24-f278-41e3-a01e-7ceeb2f94fc11645015062530Skirts1.jpg,"This outfit epitomizes casual chic with a classic twist. The above-knee straight skirt in a solid color features a woven cotton-blend fabric with a straight hemline, enhancing its timeless appeal. The skirt, designed for a comfortable fit, includes a button closure, ensuring practicality for everyday wear. 

Pairing perfectly with the skirt is a navy and white color-blocked polo shirt, accented with logo embroidery that underscores its trendy appeal. The overall ensemble, comprising new basics, delivers a stylish and comfortable look suitable for various casual occasions. Amplify this outfit with a neutral-toned bucket hat, sporty socks, and stylish sneakers for a look that's effortlessly cool and contemporary."
93,http://assets.myntassets.com/assets/images/17915806/2022/4/18/6b822f80-286c-4989-aec7-c08bb7f10f391650288786877CloraCreationWomenRedPalazzos1.jpg,"Presenting a stunning addition to your ethnic wardrobe, these straight-fit red trousers are designed for both comfort and style. Made from soft and breathable viscose rayon fabric, these trousers feature an elasticated waistband, ensuring a perfect and snug fit every time. 

The solid pattern and opaque transparency maintain a classic and elegant look, while the exquisite knitted lace detailing at the regular length hem adds a touch of sophistication. Easy to wear with their slip-on closure, these trousers are perfect for various ethnic occasions.

Care for them with a gentle hand wash to maintain their vibrant color and quality. Whether dressing up for a family gathering or adding a chic touch to your everyday ethnic wear, these versatile trousers are a must-have in your collection."
94,http://assets.myntassets.com/assets/images/16608648/2021/12/24/824aea1c-7bf7-4cfd-ba14-bda3ff8aad9a1640348361136RANGMANCHBYPANTALOONSWomenGreenSolid1.jpg,"Introducing our Ethnic Wide-Leg Pants in an elegant lime hue, perfect for adding a touch of vibrancy to your wardrobe. Crafted from high-quality Viscose Rayon, these pants are designed with your comfort in mind. The woven fabric ensures durability while maintaining a soft, luxurious feel against the skin. The trendy wide-leg fit offers both style and ease, making these pants versatile for various occasions.

Key features include:

- Fabric: Premium Viscose Rayon, ensuring breathability and comfort.
- Closure: Convenient slip-on design for easy wear.
- Waistband: Elasticated for a secure and comfortable fit.
- Length: Regular, providing a classic, yet relaxed silhouette.
- Transparency: Sheer with full lining, offering modesty without sacrificing style.
- Pattern: Solid, versatile design perfect for pairing with various tops and accessories.
- Wash Care: Machine washable for effortless care.

Whether dressing up for an ethnic event or simply enjoying a casual day out, these wide-leg pants promise to elevate your style effortlessly. Embrace the perfect blend of comfort and fashion with this single multipack set that caters to your everyday needs."
95,http://assets.myntassets.com/assets/images/18640396/2022/6/6/6985a1df-2d80-4e4f-9fe5-de72718a586e1654518639511GeorgetteSequinsEmbroideredGatheredLehengaSkirt1.jpg,"Elevate your ethnic wardrobe with this exquisite maxi flared skirt, tailored from luxurious polyester Georgette fabric. The navy-blue skirt features a striking geometric print and lavish embellishments that create an eye-catching pattern. Endearing yet elegant, the flared hemline and embroidered surface styling make it perfect for ethnic occasions and parties. This woven, opaque piece has a smooth zip closure and is fully lined for comfort and durability. For best care, dry clean only. Immerse yourself in the contemporary allure of this geometric-print skirt, and make a memorable style statement."
96,http://assets.myntassets.com/assets/images/17850262/2022/4/11/7bcfe6d3-c56c-44cc-b0ef-dd32da58cc321649679923569TAG7WomenWhitePalazzos1.jpg,"Discover effortless elegance with these stunning white flared pants, exquisitely woven from soft Viscose Rayon. The opaque fabric ensures full coverage while the beautiful ethnic motifs add a touch of cultural charm to your wardrobe. Designed for utmost comfort, these pants feature an elasticated waistband with a drawstring closure for an adjustable, secure fit. Ideal for Western occasions, the regular-length silhouette drapes gracefully, exuding sophistication with every step.

Embellished with intricate patterns, these pants are a singular statement piece perfect for any stylish outing. Pair them with a chic top and heels for an elevated look or dress them down with sandals for a casual day out. Caring for these pants is seamless; just follow the wash care label – hand wash with cold water using mild detergents, turn inside-out during washing, avoid wringing or tumble drying, and iron on the reverse side with medium heat to maintain their pristine condition. Elevate your fashion game with these versatile and graceful flared pants."
97,http://assets.myntassets.com/assets/images/16186382/2022/1/12/f6dcdc85-5e17-466f-afd9-2ce142074eee1641995650845-am-ma-Women-Peach-Coloured-Solid-Flared-Knee-Length-Skirt-38-1.jpg,"This stunning knee-length skirt is expertly crafted from high-quality polyester, offering a smooth and durable fit that's perfect for any casual occasion. Designed with a flattering asymmetrical hemline and a trendy flared silhouette, this skirt perfectly combines modern style with timeless elegance. The solid pattern in a refreshing hue makes this piece versatile and easy to pair with various tops. Featuring a convenient zip closure, this woven skirt ensures a secure and comfortable wear. Its opaque fabric provides full coverage, while the machine-washable material guarantees ease of care. Embrace fashion's new basics trend with this effortlessly chic flared skirt."
98,http://assets.myntassets.com/assets/images/productimage/2021/1/8/e1f83dcc-5b16-4e89-bbde-31ad88fcdf4b1610106842543-1.jpg,"Elevate your ethnic wardrobe with these elegant flared palazzo pants, crafted from luxurious Viscose Rayon fabric. The rich, solid hue exudes sophistication, while the knitted weave ensures a smooth texture and durable finish. Designed for both comfort and style, these pants feature an elasticated waistband with a drawstring closure, allowing for a customizable fit that is perfect for all body types. The regular length of the pants offers a versatile look that pairs well with a variety of tops and shoes. Ideal for ethnic occasions, these opaque pants provide modest coverage while offering a fashion-forward appeal. Plus, they're easy to care for with machine wash instructions. Enjoy the ultimate blend of tradition and modernity with these chic palazzo pants."
99,http://assets.myntassets.com/assets/images/18110478/2022/5/12/e1ad84a8-0fe2-44cd-8258-4a11d0cb0e4d1652347061421TshirtsUnitedColorsofBenettonMenTshirtsUnitedColorsofBenetto1.jpg,"Elevate your casual wardrobe with this exquisite colourblocked maxi skirt, designed to offer both style and comfort. The body of the skirt is crafted from high-quality woven polyester, ensuring durability and a smooth, flowing drape. Highlighting the main trend of accordion pleats, this flared skirt features a graceful hemline that allows for elegant movement.

The skirt boasts a sophisticated colourblocked pattern in neutral tones, providing a chic and modern aesthetic. It is lined to maintain opacity and avoid any transparency concerns, making it perfect for a day out or a casual evening. The slip-on closure enhances convenience, while the gathered or pleated surface styling adds a touch of finesse. 

To maintain its pristine condition, the skirt is best cared for with a simple machine wash. Whether paired with a vibrant top or a minimalistic blouse, this sleek, stylish maxi skirt promises to accentuate your ensemble effortlessly."
100,http://assets.myntassets.com/assets/images/15773366/2022/5/4/ba190101-2f32-4313-a91a-082fe6107dd11651647775306-Roadster-Women-Skirts-6111651647774723-1.jpg,"Presenting a chic above-the-knee straight skirt crafted from a durable cotton blend, perfect for casual occasions. This trendy woven skirt features a solid pattern that aligns with the latest 'New Basics' trend, ensuring a fresh and modern look. The straight hemline and lack of slit detail offer a clean, streamlined silhouette, while the two pockets add practicality without compromising style. A button closure ensures a secure fit, making it easy to wear. This opaque, machine-washable skirt is not only stylish but also convenient for everyday wear. Ideal for anyone looking to add a touch of effortless elegance to their wardrobe."
